station;coords;wiki_link
Namysłaki;51.5731166,18.0501285;https://pl.wikipedia.org/wiki/Namysłaki
Namysłów;51.0766258,17.7185619;https://pl.wikipedia.org/wiki/Namysłów
Narocz;54.907111, 26.702472;https://www.atlaskolejowy.net/by/bielarus/?id=baza&poz=30268
Nasielsk;52.5867531,20.8130115;https://pl.wikipedia.org/wiki/Nasielsk
Nawcz;54.5047944,17.9410559;https://pl.wikipedia.org/wiki/Nawcz
Nałęczów;51.2876064,22.2147920;https://pl.wikipedia.org/wiki/Nałęczów
Neukuhren;54.9482270,20.2259100;https://ru.wikipedia.org/wiki/Пионерский_(город)
Nidzica;53.3613838,20.4275719;https://pl.wikipedia.org/wiki/Nidzica
Niechanowo;52.470833, 17.686944;https://pl.wikipedia.org/wiki/Niechanowo_(stacja_kolejowa)
Niechorze;54.0942763,15.0784120;
Niedobczyce;50.0696193,18.5010043;
Niegosławice;51.600000, 15.701111;https://pl.wikipedia.org/wiki/Niegosławice_(stacja_kolejowa)
Niemcza;50.7163426,16.8350398;https://pl.wikipedia.org/wiki/Niemcza
Niemodlin;50.643889, 17.636389;https://pl.wikipedia.org/wiki/Niemodlin_(stacja_kolejowa)
Niepołomice;50.0331163,20.2171599;https://pl.wikipedia.org/wiki/Niepołomice
Nieszawa Waganiec;52.803056, 18.870556;https://pl.wikipedia.org/wiki/Nieszawa_Waganiec
Nieżychowo Zakłady Przemysłowe;53.158914, 17.154728;https://pl.wikipedia.org/wiki/Nieżychowo_Zakłady_Przemysłowe
Nojewo;52.5987742,16.3129794;https://pl.wikipedia.org/wiki/Nojewo
Nove Mesto pod Smrkem;50.9254734,15.2299746;https://cs.wikipedia.org/wiki/Nové_Město_pod_Smrkem
Nowa Brda;53.873889, 17.217500;https://pl.wikipedia.org/wiki/Nowa_Brda_(przystanek_kolejowy)
Nowa Cerkiew;54.180278, 18.906389;https://pl.wikipedia.org/wiki/Nowa_Cerkiew_(przystanek_kolejowy)
Nowa Dęba;50.415694, 21.739806;https://www.atlaskolejowy.net/pl/podkarpackie/?id=baza&poz=2339
Nowa Ruda;50.5791982,16.5014757;https://pl.wikipedia.org/wiki/Nowa_Ruda
Nowa Ruda Słupiec;50.548778, 16.547222;https://www.atlaskolejowy.net/pl/dolnoslaskie/?id=baza&poz=824
Nowa Sól;51.8033431,15.7062381;https://pl.wikipedia.org/wiki/Nowa_Sól
Nowa Warta;51.223611, 15.651389;https://pl.wikipedia.org/wiki/Warta_Bolesławiecka_Kamieniołom
Nowa Wieś Grodziska;51.1489900,15.7757200;https://pl.wikipedia.org/wiki/Nowa_Wieś_Grodziska
Nowa Wieś Kłodzka;50.574444, 16.603056;https://pl.wikipedia.org/wiki/Nowa_Wieś_Kłodzka_(przystanek_kolejowy)
Nowa Wieś Wielka;52.969167, 18.096389;https://pl.wikipedia.org/wiki/Nowa_Wieś_Wielka_(stacja_kolejowa)
Nowa Wilejka;54.6908669,25.4214410;https://lt.wikipedia.org/wiki/Naujoji_Vilnia
Nowe;53.648333, 18.724722;https://pl.wikipedia.org/wiki/Nowe_(stacja_kolejowa)
Nowe Miasto Lubawskie;53.431389, 19.588056;https://pl.wikipedia.org/wiki/Nowe_Miasto_Lubawskie_(stacja_kolejowa)
Nowe Miasto nad Pilicą;51.622222, 20.575833;https://pl.wikipedia.org/wiki/Nowe_Miasto_nad_Pilicą_(stacja_kolejowa)
Nowe Warpno;53.7252503,14.2810705;https://pl.wikipedia.org/wiki/Nowe_Warpno
Nowe Święciany;55.163333, 25.993611;https://pl.wikipedia.org/wiki/Nowe_Święciany_(stacja_kolejowa)
Nowogard;53.6687698,15.1225889;https://pl.wikipedia.org/wiki/Nowogard
Nowogród;53.2280804,21.8797908;https://pl.wikipedia.org/wiki/Nowogród
Nowogródek;53.591833, 25.818944;https://www.atlaskolejowy.net/by/bielarus/?id=baza&poz=30550
Nowojelnia; 53.463889, 25.586722;https://www.atlaskolejowy.net/by/bielarus/?id=baza&poz=30229
Nowojelnia Wąska;53.469722, 25.587361;https://www.atlaskolejowy.net/by/bielarus/?id=baza&poz=30536
Nowy Bieruń;50.0730351,19.1853855;
Nowy Bytom;50.285833, 18.870000;https://pl.wikipedia.org/wiki/Ruda_Śląska_Nowy_Bytom
Nowy Dwór Gdański;54.2146299,19.1150846;https://pl.wikipedia.org/wiki/Nowy_Dwór_Gdański
Nowy Dwór Mazowiecki;52.424444, 20.730556;https://pl.wikipedia.org/wiki/Nowy_Dwór_Mazowiecki_(stacja_kolejowa)
Nowy Staw;54.133889, 18.993333;https://pl.wikipedia.org/wiki/Nowy_Staw_(stacja_kolejowa)
Nowy Sącz;49.6103040,20.7149366;https://pl.wikipedia.org/wiki/Nowy_Sącz
Nowy Targ;49.4818229,20.0305410;https://pl.wikipedia.org/wiki/Nowy_Targ
Nowy Tomyśl;52.3041220,16.1330385;https://pl.wikipedia.org/wiki/Nowy_Tomyśl_(stacja_kolejowa)
Nowy Łupków;49.251667, 22.085556;https://pl.wikipedia.org/wiki/Nowy_Łupków_(przystanek_kolejowy)
Nowy Świętów;50.3707395,17.3599536;https://pl.wikipedia.org/wiki/Nowy_Świętów
Nysa;50.4738029,17.3324733;https://pl.wikipedia.org/wiki/Nysa
Nędza;50.1603307,18.3107667;https://pl.wikipedia.org/wiki/Nędza_(powiat_raciborski)
Nędza Wąskotorowa;50.151389, 18.320000;https://pl.wikipedia.org/wiki/Nędza_Wąskotorowa
Obiecanowo;52.816667, 17.535556;https://pl.wikipedia.org/wiki/Obiecanowo_(przystanek_kolejowy)
Obora Wielkopolska;52.567778, 17.528333;https://pl.wikipedia.org/wiki/Obora_Wielkopolska
Oborniki;52.6455252,16.8099756;https://pl.wikipedia.org/wiki/Oborniki
Oborniki Śląskie; 51.298889, 16.907222;https://pl.wikipedia.org/wiki/Oborniki_Śląskie_(stacja_kolejowa)
Oborniki Wielkopolskie;52.6455252,16.8099756;https://pl.wikipedia.org/wiki/Oborniki
Ocice;50.533083, 21.686861;https://www.atlaskolejowy.net/pl/podkarpackie/?id=baza&poz=2349
Ociąż;51.7035234,17.9333058;https://pl.wikipedia.org/wiki/Ociąż
Odolanów;51.5742177,17.6735140;https://pl.wikipedia.org/wiki/Odolanów
Odra Port;53.905278, 14.268611;https://pl.wikipedia.org/wiki/Świnoujście_Port
Odrzygość;54.323056, 18.747778;https://pl.wikipedia.org/wiki/Odrzygość
Ognica;53.3160247,15.4537770;https://pl.wikipedia.org/wiki/Ognica_(stacja_kolejowa)
Okrzeszyn;50.619444, 16.026944;https://pl.wikipedia.org/wiki/Okrzeszyn_(stacja_kolejowa)
Olechnowicze;54.1520951,27.1082683;https://be.wikipedia.org/wiki/Аляхновічы
Olecko;54.038056, 22.491667;https://pl.wikipedia.org/wiki/Olecko_(stacja_kolejowa)
Olecko Wąskotorowe;54.034722, 22.495556;https://pl.wikipedia.org/wiki/Olecko_Wąskotorowe
Olek;53.075278, 18.542500;https://pl.wikipedia.org/wiki/Olek_(przystanek_kolejowy)
Olekszyn;52.6211659,17.3207230;https://pl.wikipedia.org/wiki/Olekszyn
Olesno;50.8766575,18.4219452;https://pl.wikipedia.org/wiki/Olesno
Olewsk;51.2227200,27.6488100;https://uk.wikipedia.org/wiki/Олевськ
Oleśnica;51.2102428,17.3829470;https://pl.wikipedia.org/wiki/Oleśnica
Olkusz;50.2788158,19.5596307;https://pl.wikipedia.org/wiki/Olkusz
Olomouc;49.5940567,17.2511430;https://cs.wikipedia.org/wiki/Olomouc
Olszew;54.949556, 26.361306;https://www.atlaskolejowy.net/by/bielarus/?id=baza&poz=30260
Olszewka Wyrzyska;53.154377521914704, 17.54066855581861;https://www.atlaskolejowy.net/pl/kujawsko-pomorskie/?id=baza&poz=8881
Olsztyn;53.7766440,20.4777531;https://pl.wikipedia.org/wiki/Olsztyn
Olsztyn Gutkowo;53.808611, 20.400556;https://pl.wikipedia.org/wiki/Olsztyn_Gutkowo
Olsztynek;53.5834201,20.2816198;https://pl.wikipedia.org/wiki/Olsztynek
Olza;49.7020000,18.6360161;https://pl.wikipedia.org/wiki/Olza_(rzeka)
Opalenica;52.308889, 16.395556;https://pl.wikipedia.org/wiki/Opalenica_(stacja_kolejowa)
Opalenie;53.7424248,18.8229488;https://pl.wikipedia.org/wiki/Opalenie
Opatówek;51.7394437,18.2137254;https://pl.wikipedia.org/wiki/Opatówek
Opava Vychod;49.934444, 17.908056;https://pl.wikipedia.org/wiki/Opava_východ
Opava Zapad;49.938611, 17.888889;https://pl.wikipedia.org/wiki/Opava_západ
Opoczno;51.3782439,20.2931754;https://pl.wikipedia.org/wiki/Opoczno
Opole Główne;50.661389, 17.926667;https://pl.wikipedia.org/wiki/Opole_Główne
Opole Groszowice;50.6365094,17.9547075;https://pl.wikipedia.org/wiki/Opole_Groszowice
Opole Lubelskie;51.1475365,21.9664152;https://pl.wikipedia.org/wiki/Opole_Lubelskie
Opole Wschodnie;50.6744569,17.9343091;https://pl.wikipedia.org/wiki/Opole_Wschodnie
Opole Zachodnie;50.660278, 17.893333;https://pl.wikipedia.org/wiki/Opole_Zachodnie
Opsa;55.539972, 26.827861;https://www.atlaskolejowy.net/by/bielarus/?id=baza&poz=30372
Orany;54.209361, 24.574806;https://www.atlaskolejowy.net/lt/alytaus/?id=baza&poz=20293
Oravsky Podzamok;49.2611102,19.3638518;
Orańczyce;52.470444, 24.522972;https://www.atlaskolejowy.net/by/bielarus/?id=baza&poz=29873
Orańczyce Wąskie;52.470472, 24.518444;https://www.atlaskolejowy.net/by/bielarus/?id=baza&poz=30588
Orchowo;52.5063314,18.0147496;https://pl.wikipedia.org/wiki/Orchowo
Orneta;54.114722, 20.150278;https://pl.wikipedia.org/wiki/Orneta_(stacja_kolejowa)
Orzegów;50.316667, 18.850000;https://pl.wikipedia.org/wiki/Ruda_Orzegów
Orzesze;50.1084451,18.7922350;https://pl.wikipedia.org/wiki/Orzesze
Orzesze Jaśkowice;50.145, 18.741944;https://pl.wikipedia.org/wiki/Orzesze_Jaśkowice
Orzysz;53.8098330,21.9473601;https://pl.wikipedia.org/wiki/Orzysz
Orłowa;49.8459427,18.4309274;https://cs.wikipedia.org/wiki/Orlová
Orša;54.5107734,30.4294400;https://ru.wikipedia.org/wiki/Орша
Osoblaha;50.2682098,17.7224544;
Osowa;54.4301317,18.4698659;https://pl.wikipedia.org/wiki/Osowa_(Gdańsk)
Osowa Góra;52.250000, 16.818056;https://pl.wikipedia.org/wiki/Osowa_Góra_(stacja_kolejowa)
Ostaszewo Żuławskie;54.20856145226016, 18.957091598146047;https://www.atlaskolejowy.net/pl/pomorskie/?id=baza&poz=8063
Ostki;51.2632410,27.3631710;https://uk.wikipedia.org/wiki/Остки
Ostrava;49.850556, 18.267222;https://pl.wikipedia.org/wiki/Ostrava_hlavní_nádraží
Ostrava Svinov;49.821111, 18.209444;https://pl.wikipedia.org/wiki/Ostrava-Svinov
Ostravice;49.5381161,18.3931771;https://cs.wikipedia.org/wiki/Ostravice_(okres_Frýdek-Místek)
Ostromeř;50.3725154,15.5491759;https://cs.wikipedia.org/wiki/Ostroměř
Ostrowiec Świętokrzyski;50.9502091,21.4115092;https://pl.wikipedia.org/wiki/Ostrowiec_Świętokrzyski
Ostrowy;52.299444, 19.191667;https://pl.wikipedia.org/wiki/Ostrowy_(stacja_kolejowa)
Ostrowy Wąskotorowe;52.299444, 19.189167;https://pl.wikipedia.org/wiki/Ostrowy_Wąskotorowe
Ostrowąsy Milickie;51.599728, 17.481131;https://pl.wikipedia.org/wiki/Ostrowąsy_Milickie
Ostrołęka;53.055833, 21.617500;https://pl.wikipedia.org/wiki/Ostrołęka_(stacja_kolejowa)
Ostrołęka Północna Wąskotorowa;53.088611, 21.556111;https://pl.wikipedia.org/wiki/Ostrołęka_Północna_Wąskotorowa
Ostrzeszów;51.4257664,17.9331788;https://pl.wikipedia.org/wiki/Ostrzeszów
Ostróda;53.7028533,19.9623028;https://pl.wikipedia.org/wiki/Ostróda
Ostrów Wielkopolski;51.6495023,17.8167085;https://pl.wikipedia.org/wiki/Ostrów_Wielkopolski
Ostrów Mazowiecka;52.827222, 21.881667;https://pl.wikipedia.org/wiki/Ostrów_Mazowiecka_(stacja_kolejowa)
Ostrówce;52.807389, 17.846750;https://www.atlaskolejowy.net/pl/kujawsko-pomorskie/?id=baza&poz=7401
Oszmiana;54.531389, 26.080833;https://pl.wikipedia.org/wiki/Oszmiana_(stacja_kolejowa)
Otmuchów;50.4653510,17.1730499;https://pl.wikipedia.org/wiki/Otmuchów
Otwock;52.1041197,21.2681092;https://pl.wikipedia.org/wiki/Otwock
Otwock Wąskotorowy;52.105806, 21.259139;https://pl.wikipedia.org/wiki/Dworzec_kolejki_wąskotorowej_w_Otwocku
Otyń;51.841389, 15.709722;https://pl.wikipedia.org/wiki/Oty%C5%84_(przystanek_kolejowy)
Ozorków;51.972222, 19.265833;https://pl.wikipedia.org/wiki/Ozorków_(stacja_kolejowa)
Ozorków Wąskotorowy;51.972222, 19.265833;https://pl.wikipedia.org/wiki/Ozorków_Wąskotorowy
Oława;50.9570930,17.2902698;https://pl.wikipedia.org/wiki/Oława
Ołownik;54.328889, 21.828056;https://pl.wikipedia.org/wiki/Ołownik_(stacja_kolejowa)
Ośno;52.670278, 17.508333;https://pl.wikipedia.org/wiki/Ośno_Wąskotorowe
Ośno Lubuskie;52.449444, 14.879444;https://pl.wikipedia.org/wiki/Ośno_Lubuskie_(stacja_kolejowa)
Oświęcim;50.0336707,19.2600798;https://pl.wikipedia.org/wiki/Oświęcim
Pabianice;51.662778, 19.328333;https://pl.wikipedia.org/wiki/Pabianice_(stacja_kolejowa)
Pakosław;51.6143618,17.0566908;
Pakosławice;50.5454523,17.3618971;https://pl.wikipedia.org/wiki/Pakosławice
Palmiry;52.3663428,20.7785066;https://pl.wikipedia.org/wiki/Palmiry
Palmnicken;54.866667, 19.933333;https://pl.wikipedia.org/wiki/Jantarnyj
Panevežys;55.7344985,24.3578055;https://lt.wikipedia.org/wiki/Panevėžys
Parczew;51.6262047,22.8716065;https://pl.wikipedia.org/wiki/Parczew_(stacja_kolejowa)
Pasewalk;53.515278, 13.989444;https://pl.wikipedia.org/wiki/Pasewalk_(stacja_kolejowa)
Pastwa Południowa;53.801933037656845, 18.874501955818605;https://www.atlaskolejowy.net/pl/pomorskie/?id=baza&poz=8001
Pasłęk;54.0626346,19.6565365;https://pl.wikipedia.org/wiki/Pasłęk
Pawłowice Namysłowskie;51.1573250,17.7113227;https://pl.wikipedia.org/wiki/Pawłowice_Namysłowskie
Pawłowice Śląskie;49.9504083,18.7101400;https://pl.wikipedia.org/wiki/Pawłowice_Śląskie
Pałahicze;48.8991200,24.9976690;https://uk.wikipedia.org/wiki/Палагичі
Pałuki;52.882444, 20.760111;https://www.atlaskolejowy.net/pl/mazowieckie/?id=baza&poz=8653
Piaseczno;52.0747377,21.0270885;https://pl.wikipedia.org/wiki/Piaseczno
Piaseczno Miasto;52.0701889,21.0239428;https://pl.wikipedia.org/wiki/Piaseczno_Miasto_Wąskotorowe
Piaseczno Przemysłowe;52.083889, 21.021944;https://pl.wikipedia.org/wiki/Piaseczno_Przemysłowe
Piaski Królewskie;52.3649491,20.4072413;https://pl.wikipedia.org/wiki/Piaski_Królewskie
Piaski Wielkopolskie;51.8823454,17.0667679;
Piechowice;50.8277065,15.5765389;https://pl.wikipedia.org/wiki/Piechowice
Piekary Śląskie Szarlej;50.363333, 18.936944;https://pl.wikipedia.org/wiki/Piekary_Śląskie_(przystanek_kolejowy)
Piekło;50.363889, 19.215833;https://pl.wikipedia.org/wiki/Dąbrowa_Górnicza_Piekło
Pieniążno;54.240278, 20.124722;https://pl.wikipedia.org/wiki/Pieni%C4%99%C5%BCno_(przystanek_kolejowy)
Pieniężno;54.2385662,20.1258163;https://pl.wikipedia.org/wiki/Pieniężno
Pieszyce;50.7124412,16.5816090;https://pl.wikipedia.org/wiki/Pieszyce
Pietrowice Głubczyckie;50.129139, 17.695333;https://www.atlaskolejowy.net/pl/opolskie/?id=baza&poz=1581
Pietrowice Wielkie;50.084722, 18.092500;https://pl.wikipedia.org/wiki/Pietrowice_Wielkie_(stacja_kolejowa)
Pilawa;51.9595452,21.5271524;https://pl.wikipedia.org/wiki/Pilawa_(miasto)
Pillau;54.644167, 19.896667;https://pl.wikipedia.org/wiki/Bałtyjsk_(stacja_kolejowa)
Pillkallen;54.770278, 22.504722;https://pl.wikipedia.org/wiki/Dobrowolsk
Pilszcz;49.9979578,17.9195763;https://pl.wikipedia.org/wiki/Pilszcz
Piotrków Kujawski;52.5505700,18.4987200;https://pl.wikipedia.org/wiki/Piotrków_Kujawski
Piotrków Trybunalski;51.4128540,19.6886837;https://pl.wikipedia.org/wiki/Piotrków_Trybunalski
Piotrowice;49.8940484,18.5503520;https://pl.wikipedia.org/wiki/Piotrowice_koło_Karwiny
Pisz;53.6294943,21.8098191;https://pl.wikipedia.org/wiki/Pisz
Piła;53.143056, 16.744167;https://pl.wikipedia.org/wiki/Piła_Główna
Piława Górna;50.6826226,16.7435225;https://pl.wikipedia.org/wiki/Piława_Górna
Pińczów;50.530000, 20.530000;https://pl.wikipedia.org/wiki/Pińczów_(stacja_kolejowa)
Pińsk;52.1113862,26.1025274;https://ru.wikipedia.org/wiki/Пинск
Plaveč;49.268889, 20.850556;https://pl.wikipedia.org/wiki/Plaveč_(stacja_kolejowa)
Pleszew;51.8960985,17.7865673;https://pl.wikipedia.org/wiki/Pleszew
Pleszew Miasto;51.8911842,17.7832941;https://pl.wikipedia.org/wiki/Pleszew_Miasto
Pleszew Wąskotorowy;51.893056, 17.733889;https://pl.wikipedia.org/wiki/Pleszew_Wąskotorowy
Ploskiriv;49.4461364,26.9316921;
Plunge;55.9139294,21.8533903;https://lt.wikipedia.org/wiki/Plungė
Pniewy;52.5089624,16.2566411;https://pl.wikipedia.org/wiki/Pniewy
Pobiedna;50.9388910,15.2969477;https://pl.wikipedia.org/wiki/Pobiedna_(województwo_dolnośląskie)
Pobłocie Wielkie;54.047500, 15.755278;https://pl.wikipedia.org/wiki/Pobłocie_Wielkie_(przystanek_kolejowy)
Podbrodzie;54.973889, 25.760000;https://pl.wikipedia.org/wiki/Podbrodzie_(stacja_kolejowa)
Podczerwone;49.4062594,19.8270528;https://pl.wikipedia.org/wiki/Podczerwone
Poddębice;51.880278, 18.931111;https://pl.wikipedia.org/wiki/Poddębice_(stacja_kolejowa)
Podhajce;49.275000, 25.134167;https://pl.wikipedia.org/wiki/Podhajce
Podkowa Leśna;52.1217773,20.7295541;https://pl.wikipedia.org/wiki/Podkowa_Leśna
Podolinec;49.2551480,20.5264365;
Podwołoczyska;49.5313580,26.1440799;https://uk.wikipedia.org/wiki/Підволочиськ
Podwysokie;49.380000, 24.778056;https://pl.wikipedia.org/wiki/Podwysokie_(stacja_kolejowa)
Podłęże;50.018056, 20.168611;https://pl.wikipedia.org/wiki/Podłęże_(stacja_kolejowa)
Pogegen;55.1332520,21.9104398;https://lt.wikipedia.org/wiki/Pagėgiai
Pogorzała;53.984444, 18.926389;https://pl.wikipedia.org/wiki/Pogorzała_Wieś_(przystanek_kolejowy)
Pogorzelica Gryficka;54.094167, 15.125833;https://pl.wikipedia.org/wiki/Pogorzelica_Gryficka
Polanica Zdrój;50.3975890,16.5144061;https://pl.wikipedia.org/wiki/Polanica-Zdrój_(stacja_kolejowa)
Polanów;54.1192100,16.6872500;https://pl.wikipedia.org/wiki/Polanów
Police;53.5616404,14.5470076;
Polkowice;51.5039288,16.0713371;https://pl.wikipedia.org/wiki/Polkowice
Polock;55.4854656,28.7682339;https://be.wikipedia.org/wiki/Полацк
Polska Cerekiew;50.2271899,18.1262571;https://pl.wikipedia.org/wiki/Polska_Cerekiew
Pomysk;54.2065000,17.5582500;https://pl.wikipedia.org/wiki/Pomysk_Wielki
Poniatowa;51.1929800,22.0650500;https://pl.wikipedia.org/wiki/Poniatowa
Poniewież;55.745000, 24.354722;https://pl.wikipedia.org/wiki/Panevėžys_(stacja_kolejowa)
Popiele;53.905556, 15.139722;https://pl.wikipedia.org/wiki/Popiele_(przystanek_kolejowy)
Poprad Tatry;49.0712142,20.2472574;https://sk.wikipedia.org/wiki/Letisko_Poprad-Tatry
Popęszyce;51.665278, 15.716667;https://pl.wikipedia.org/wiki/Popęszyce_(przystanek_kolejowy)
Porzecze;53.885833, 24.134444;https://pl.wikipedia.org/wiki/Porzecze_(stacja_kolejowa)
Poręba;50.483611, 19.333056;https://pl.wikipedia.org/wiki/Poręba_(przystanek_kolejowy)
Poręba Górska;50.886389, 16.065556;https://pl.wikipedia.org/wiki/Poręba_Górska
Poręba Wąskotorowa;50.292833, 18.821639;https://www.atlaskolejowy.net/pl/slaskie/?id=baza&poz=7447
Postomino;54.4923600,16.7137200;https://pl.wikipedia.org/wiki/Postomino
Posądza;50.1733990,20.2320973;https://pl.wikipedia.org/wiki/Posądza
Postawy;55.123333, 26.857528;https://www.atlaskolejowy.net/by/bielarus/?id=baza&poz=30341
Potok Lubuski;51.492500, 14.898611;https://pl.wikipedia.org/wiki/Potok_Lubuski
Potutory;49.3990475,24.9830710;https://uk.wikipedia.org/wiki/Потутори
Powidz;52.4125881,17.9169686;https://pl.wikipedia.org/wiki/Powidz_(województwo_wielkopolskie)
Poznań;52.4006632,16.9197326;https://pl.wikipedia.org/wiki/Poznań
Poznań (Dawny Dworzec);52.4006632,16.9197326;
Poznań Kobylepole;52.3905, 17.0052;https://pl.wikipedia.org/wiki/Poznań_Kobylepole_Wąskotorowy
Poznań Malta;52.397222, 16.968889;https://pl.wikipedia.org/wiki/Poznań_Malta
Poznań Wschodni;52.4182197,16.9714830;https://pl.wikipedia.org/wiki/Poznań_Wschód
Połażejewo;52.2495735,17.3889494;https://pl.wikipedia.org/wiki/Połażejewo
Połczyn Zdrój;53.7648981,16.0952705;https://pl.wikipedia.org/wiki/Połczyn-Zdrój
Prabuty;53.7559950,19.2044449;https://pl.wikipedia.org/wiki/Prabuty
Praha;50.0874654,14.4212535;https://cs.wikipedia.org/wiki/Praha
Praszka;51.0553600,18.4485221;https://pl.wikipedia.org/wiki/Praszka
Prawy Brzeg Wisły;54.3324047,18.9504423;
Preußisch Eylau;54.3868191,20.6405124;https://ru.wikipedia.org/wiki/Багратионовск
Prešov;49.0000074,21.2392122;https://sk.wikipedia.org/wiki/Prešov
Priekule;56.4494915,21.6006939;https://en.wikipedia.org/wiki/Priekule,_Latvia
Prostki;53.7005864,22.4324226;https://pl.wikipedia.org/wiki/Prostki
Proszowice;50.1926479,20.2917555;https://pl.wikipedia.org/wiki/Proszowice
Prudnik;50.3217212,17.5801041;https://pl.wikipedia.org/wiki/Prudnik
Prusewo;54.7743100,17.9909700;https://pl.wikipedia.org/wiki/Prusewo
Prusice;51.374167, 16.968056;https://pl.wikipedia.org/wiki/Prusice_(stacja_kolejowa)
Pruszcz Bagienica;53.4424207,17.8304658;
Pruszcz Gdański;54.2608539,18.6461908;https://pl.wikipedia.org/wiki/Pruszcz_Gdański
Pruszków;52.167778, 20.798333;https://pl.wikipedia.org/wiki/Pruszków_(stacja_kolejowa)
Prużana;52.560944, 24.468333;https://www.atlaskolejowy.net/by/bielarus/?id=baza&poz=30599
Przasnysz;53.010833, 20.902778;https://pl.wikipedia.org/wiki/Przasnysz_(stacja_kolejowa)
Przasnysz Miasto;53.010972, 20.902972;https://www.atlaskolejowy.net/pl/mazowieckie/?id=baza&poz=15757
Przedkowice;51.438889, 16.983333;https://pl.wikipedia.org/wiki/Przedkowice_(stacja_kolejowa)
Przegalina;54.3116097,18.9197431;https://pl.wikipedia.org/wiki/Przegalina
Przemyśl;49.7835552,22.7885113;https://pl.wikipedia.org/wiki/Przemyśl
Przeworno;50.6863108,17.1658038;https://pl.wikipedia.org/wiki/Przeworno
Przeworsk;50.0544952,22.5013790;https://pl.wikipedia.org/wiki/Przeworsk
Przewóz;51.4760624,14.9489134;https://pl.wikipedia.org/wiki/Przewóz_(powiat_żarski)
Przysieka;51.498333, 14.863056;https://pl.wikipedia.org/wiki/Przysieka_(przystanek_kolejowy)
Przystronie;52.3425728,18.6051107;https://pl.wikipedia.org/wiki/Przystronie_(województwo_wielkopolskie)
Pskov;57.8173923,28.3343465;https://ru.wikipedia.org/wiki/Псков
Pszczyna;49.975000, 18.953056;https://pl.wikipedia.org/wiki/Pszczyna_(stacja_kolejowa)
Pszczółki;54.174681, 18.701725;https://pl.wikipedia.org/wiki/Pszczółki_(stacja_kolejowa)
Pszów;50.0449928,18.3962190;https://pl.wikipedia.org/wiki/Pszów
Puck;54.715556, 18.408333;https://pl.wikipedia.org/wiki/Puck_(stacja_kolejowa)
Pustków Żurowski;50.954028, 16.856333;https://pl.wikipedia.org/wiki/Pustków_Żurawski_(przystanek_kolejowy)
Puszczykówko;52.2729936,16.8637843;https://pl.wikipedia.org/wiki/Puszczykówko_(stacja_kolejowa)
Puławy;51.4262598,21.9853014;https://pl.wikipedia.org/wiki/Puławy
Pupy;53.591944, 21.356944;https://pl.wikipedia.org/wiki/Spychowo_(przystanek_kolejowy)
Pupy Wąskotorowe;53.591111, 21.356667;https://pl.wikipedia.org/wiki/Spychowo_Wąskotorowe
Pyrzyce;53.1461083,14.8924485;https://pl.wikipedia.org/wiki/Pyrzyce
Pyskowice;50.3980823,18.6277201;https://pl.wikipedia.org/wiki/Pyskowice
Pyzdry;52.1694332,17.6871340;https://pl.wikipedia.org/wiki/Pyzdry
Płock;52.5353471,19.7136301;https://pl.wikipedia.org/wiki/Płock
Płock Radziwie;52.5242451,19.6722573;https://pl.wikipedia.org/wiki/Płock_Radziwie
Płoty;53.8043384,15.2680368;https://pl.wikipedia.org/wiki/Płoty
Płowce;52.621111, 18.635278;https://pl.wikipedia.org/wiki/Płowce_(przystanek_kolejowy)
Płońsk;52.6226617,20.3705091;https://pl.wikipedia.org/wiki/Płońsk
Płońsko;53.110556, 15.151667;https://pl.wikipedia.org/wiki/Płońsko_Pyrzyckie
Płytnica;53.295000, 16.750000;https://pl.wikipedia.org/wiki/Płytnica_(stacja_kolejowa)
Přerov;49.4553775,17.4508621;https://cs.wikipedia.org/wiki/Přerov
Racibórz;50.090278, 18.226111;https://pl.wikipedia.org/wiki/Racibórz_(stacja_kolejowa)
Racibórz Markowice;50.1132299,18.2701620;https://pl.wikipedia.org/wiki/Racibórz_Markowice
Racławice Śląskie;50.3109023,17.7724454;https://pl.wikipedia.org/wiki/Racławice_Śląskie
Radauti;47.8461055,25.9181822;https://ro.wikipedia.org/wiki/Rădăuți
Radiviliškis;55.805556, 23.536111;https://pl.wikipedia.org/wiki/Radviliškis_(stacja_kolejowa)
Radków;50.501944, 16.403056;https://pl.wikipedia.org/wiki/Radków_(stacja_kolejowa)
Radlin;50.0409935,18.4646568;https://pl.wikipedia.org/wiki/Radlin
Radom;51.4171606,21.1609448;https://pl.wikipedia.org/wiki/Radom
Radomno;53.5130447,19.5686921;https://pl.wikipedia.org/wiki/Radomno
Radomsko;51.0674769,19.4446109;https://pl.wikipedia.org/wiki/Radomsko
Radzicz Rozgraniczenie;53.191028, 17.373111;https://www.atlaskolejowy.net/pl/kujawsko-pomorskie/?id=baza&poz=8888
Radziejów Kujawski; 52.621389, 18.501389;https://pl.wikipedia.org/wiki/Radziejów_Kujawski
Radzionków;50.409167, 18.915278;https://pl.wikipedia.org/wiki/Radzionków_(stacja_kolejowa)
Radziwiłłów;50.119, 25.2609;https://pl.wikipedia.org/wiki/Radziwiłłów_(stacja_kolejowa)
Radzymin;52.4176347,21.1807836;https://pl.wikipedia.org/wiki/Radzymin
Radzyń Podlaski;51.827222, 22.668056;https://pl.wikipedia.org/wiki/Radzyń_Podlaski_(stacja_kolejowa)
